sale_no,Address,CouncilArea,YearBuilt,BuildingArea,Car,Price,Date,Method,SellerG
289,44 The Parade,Moonee Valley,1900.0,270.0,1.0,1850000.0,4/03/2017,S,Brad
290,97 Walter St,Moonee Valley,1938.0,,2.0,1284000.0,4/03/2017,S,Woodards
291,98 Epsom Rd,Moonee Valley,1900.0,128.0,2.0,971000.0,4/06/2016,SP,Nelson
292,8 Geddes St,Moonee Valley,1890.0,77.0,1.0,710000.0,4/06/2016,PI,Nelson
293,75 Maribyrnong Rd,Moonee Valley,1887.0,435.0,2.0,2425000.0,4/06/2016,PI,Brad
294,119 Roseberry St,Moonee Valley,1920.0,92.0,1.0,750000.0,4/06/2016,SP,Maddison
295,10 Fenton St,Moonee Valley,1900.0,109.0,1.0,1053000.0,6/08/2016,S,Nelson
296,10 McCully St,Moonee Valley,1900.0,168.0,1.0,1377000.0,6/08/2016,S,Nelson
297,120 Epsom Rd,Moonee Valley,1904.0,125.0,2.0,970000.0,7/05/2016,S,Brad
298,47 Hurtle St,Moonee Valley,,,1.0,940000.0,7/05/2016,S,Nelson
299,63 Kent St,Moonee Valley,1890.0,79.0,1.0,751000.0,7/05/2016,PI,Nelson
300,4 The Parade,Moonee Valley,1900.0,102.0,1.0,950000.0,7/05/2016,SP,Raine
301,1/17 Epsom Rd,Moonee Valley,1995.0,90.0,2.0,685000.0,7/11/2016,S,Brad
302,41 Monash St,Moonee Valley,1960.0,148.0,2.0,1230000.0,8/10/2016,S,Nelson
303,2/78 Ormond Rd,Moonee Valley,,,1.0,636500.0,8/10/2016,S,Jellis
304,83 Roseberry St,Moonee Valley,,,0.0,910000.0,8/10/2016,S,Raine
305,51 Francis St,Moonee Valley,1900.0,87.0,1.0,770000.0,10/09/2016,PI,Nelson
306,33 Dalgety Dr,Moonee Valley,2011.0,,2.0,960000.0,10/12/2016,S,Walshe
307,12 Mirams St,Moonee Valley,1890.0,185.0,1.0,890000.0,10/12/2016,SP,Raine
308,2 The Parade,Moonee Valley,,,1.0,965000.0,10/12/2016,S,Nelson
309,78 The Parade,Moonee Valley,1900.0,131.0,1.0,1440000.0,11/02/2017,S,Nelson
310,11 Ascot St,Moonee Valley,,,0.0,955000.0,11/03/2017,S,Woodards
311,24/54 Epsom Rd,Moonee Valley,2010.0,,1.0,450000.0,12/11/2016,VB,Nelson
312,2 Farncomb St,Moonee Valley,1950.0,,2.0,801000.0,12/11/2016,S,Jellis
313,26 Newsom St,Moonee Valley,1955.0,120.0,2.0,1000000.0,12/11/2016,PI,Brad
314,8 Pentland St,Moonee Valley,1950.0,147.0,2.0,1435000.0,12/11/2016,S,Nelson
315,8/129 The Parade,Moonee Valley,1972.0,58.0,1.0,390000.0,12/11/2016,S,Alexkarbon
316,52 Monash St,Moonee Valley,1920.0,139.0,2.0,1425000.0,13/08/2016,PI,Jellis
317,58 Fenton St,Moonee Valley,1978.0,232.0,2.0,1340000.0,14/05/2016,S,Nelson
318,70 Munro St,Moonee Valley,1910.0,117.0,1.0,955000.0,14/05/2016,S,Brad
319,125 Epsom Rd,Moonee Valley,1920.0,195.0,5.0,1100000.0,15/10/2016,VB,Nelson
320,33 Hockey La,Moonee Valley,,,2.0,1255000.0,15/10/2016,S,Nelson
321,3/28 Ormond Rd,Moonee Valley,1978.0,62.0,1.0,432000.0,15/10/2016,S,Biggin
322,7 Angler Pde,Moonee Valley,1890.0,204.0,2.0,1640000.0,16/04/2016,S,Raine
323,26 Ayr St,Moonee Valley,1900.0,286.0,1.0,1430000.0,16/04/2016,S,Nelson
324,2/127 Epsom Rd,Moonee Valley,1995.0,104.0,1.0,610000.0,16/04/2016,SP,Brad
325,57 The Parade,Moonee Valley,1950.0,127.0,1.0,940000.0,16/04/2016,S,Nelson
326,62 Mirams St,Moonee Valley,1920.0,110.0,1.0,890000.0,16/07/2016,SP,Brad
327,67 Hurtle St,Moonee Valley,1930.0,149.0,2.0,1180000.0,17/09/2016,SP,Brad
328,95 Walter St,Moonee Valley,1939.0,180.0,2.0,1480000.0,17/09/2016,S,Raine
329,15 Bayview Tce,Moonee Valley,,,1.0,1150000.0,18/03/2017,S,Brad
330,57 Monash St,Moonee Valley,,,3.0,1350000.0,18/03/2017,S,Brad
331,54 South St,Moonee Valley,,,2.0,1905000.0,18/03/2017,S,Nelson
332,3/8 Walter St,Moonee Valley,2015.0,132.0,1.0,865000.0,18/03/2017,SP,Nelson
333,2/225 Maribyrnong Rd,Moonee Valley,1998.0,,1.0,705000.0,18/06/2016,S,Brad
334,12/9 Milton St,Moonee Valley,1975.0,62.0,1.0,442000.0,18/06/2016,S,Alexkarbon
335,107/8 Burrowes St,Moonee Valley,,,1.0,540000.0,19/11/2016,S,Jellis
336,21A Geddes St,Moonee Valley,1920.0,110.0,2.0,1037500.0,19/11/2016,S,Alexkarbon
337,1/20 Newsom St,Moonee Valley,2013.0,160.0,2.0,1050000.0,19/11/2016,S,Jellis
338,4/27 Roseberry St,Moonee Valley,1970.0,65.0,1.0,440000.0,19/11/2016,S,McDonald
339,126 The Parade,Moonee Valley,,,1.0,1010000.0,19/11/2016,S,Brad
340,43 Bloomfield Rd,Moonee Valley,1900.0,158.0,0.0,1430000.0,22/05/2016,S,Nelson
341,6/17 Geddes St,Moonee Valley,,,1.0,570000.0,22/05/2016,VB,Nelson
342,1/60 The Parade,Moonee Valley,,,1.0,690000.0,22/05/2016,S,Brad
343,45 Bloomfield Rd,Moonee Valley,,,2.0,1291000.0,23/04/2016,S,Brad
344,21 Middle St,Moonee Valley,1900.0,157.0,1.0,1130000.0,23/04/2016,S,Nelson
345,78 Francis St,Moonee Valley,1910.0,104.0,1.0,1135000.0,24/09/2016,S,Brad
346,25 Geddes St,Moonee Valley,1920.0,147.0,1.0,950000.0,24/09/2016,PI,Nelson
347,106/246 Union Rd,Moonee Valley,,148.0,1.0,790000.0,24/09/2016,PI,Weda
348,18/54 Epsom Rd,Moonee Valley,2012.0,69.0,1.0,390000.0,25/02/2017,PI,Jellis
349,15 Mirams St,Moonee Valley,1920.0,155.0,1.0,1345000.0,25/02/2017,S,Jellis
350,44 Walter St,Moonee Valley,1900.0,168.0,2.0,1381500.0,25/02/2017,S,Barry
351,25 Dalgety Dr,Moonee Valley,2011.0,172.0,2.0,940000.0,26/07/2016,S,Jellis
352,7 Dalgety Dr,Moonee Valley,2010.0,177.0,1.0,995000.0,26/07/2016,S,Nelson
353,37 Epsom Rd,Moonee Valley,,,3.0,1050000.0,26/07/2016,SP,Frank
354,6 Waller Ct,Moonee Valley,1940.0,120.0,1.0,786000.0,26/07/2016,S,Brad
355,17 Ascot St,Moonee Valley,1910.0,108.0,3.0,705000.0,27/06/2016,PI,Nelson
356,73 Kent St,Moonee Valley,1900.0,77.0,1.0,760000.0,27/06/2016,PI,Nelson
357,9/129 The Parade,Moonee Valley,1972.0,,3.0,487500.0,27/06/2016,S,Hodges
358,1 East St,Moonee Valley,2003.0,144.0,2.0,1000000.0,27/11/2016,S,Nelson
359,32 Geddes St,Moonee Valley,1920.0,,1.0,1110000.0,27/11/2016,PI,Nelson
360,30 Mirams St,Moonee Valley,,,4.0,1300000.0,27/11/2016,PI,Jellis
361,43 Mirams St,Moonee Valley,,,1.0,1060000.0,27/11/2016,PI,Nelson
362,45 Mirams St,Moonee Valley,,,2.0,1410000.0,27/11/2016,PI,Nelson
363,1 Bloomfield Rd,Moonee Valley,1900.0,166.0,1.0,1305000.0,28/05/2016,S,Barry
364,26 Milton St,Moonee Valley,,,1.0,932500.0,28/05/2016,S,Nelson
365,10 Ayr St,Moonee Valley,,,0.0,965000.0,28/08/2016,S,Alexkarbon
366,58 Bloomfield Rd,Moonee Valley,1960.0,175.0,1.0,1215000.0,28/08/2016,S,Stockdale
367,1/91 Epsom Rd,Moonee Valley,1900.0,71.0,2.0,545000.0,28/08/2016,S,Nelson
368,5 Doncaster St,Moonee Valley,2012.0,273.0,4.0,1705000.0,30/07/2016,S,Jellis
369,6 McCully St,Moonee Valley,,,1.0,970000.0,30/07/2016,S,Nelson
370,75 Munro St,Moonee Valley,,,1.0,925000.0,30/07/2016,S,Barry
371,61 Dent St,Boroondara,2015.0,399.0,2.0,2650000.0,3/09/2016,S,Marshall
372,69 Albion Rd,Boroondara,1930.0,220.0,2.0,1670000.0,3/12/2016,S,Jellis
373,1/17 Ashburn Gr,Boroondara,,,2.0,955000.0,3/12/2016,S,Buxton
374,3/39 Solway St,Boroondara,2014.0,315.0,4.0,2050000.0,3/12/2016,S,Fletchers
375,101/218 High St,Boroondara,2010.0,,1.0,500000.0,4/03/2017,VB,Fletchers
376,51 Victory Bvd,Boroondara,,,2.0,1575000.0,4/03/2017,S,Jellis
377,3 Dunlop St,Boroondara,1935.0,149.0,2.0,1555000.0,4/06/2016,S,Jellis
378,16a Nicholas St,Boroondara,2004.0,178.0,2.0,1100000.0,8/10/2016,PI,Marshall
379,5 Nicholas St,Boroondara,1950.0,112.0,2.0,1337000.0,8/10/2016,S,Buxton
380,115 Ashburn Gr,Boroondara,2009.0,618.0,4.0,2950000.0,10/09/2016,S,hockingstuart
381,33 Eleanor St,Boroondara,1940.0,,1.0,2215000.0,10/09/2016,SP,Marshall
382,1/1 Nairn St,Boroondara,1920.0,145.0,2.0,1518000.0,10/09/2016,S,Jellis
383,9 Gona Ct,Boroondara,1950.0,101.0,2.0,1710000.0,10/12/2016,S,hockingstuart
384,45 Yuile St,Boroondara,1940.0,152.0,3.0,1655000.0,10/12/2016,S,Jellis
385,47 Yuile St,Boroondara,1938.0,180.0,2.0,1550000.0,12/11/2016,VB,Marshall
386,6a Glen Rd,Boroondara,2006.0,228.0,2.0,1662000.0,14/05/2016,S,Jellis
387,18 Glen Rd,Boroondara,1945.0,145.0,3.0,1665000.0,15/10/2016,S,Jellis
388,95 Nicholas St,Boroondara,,,2.0,1445000.0,16/04/2016,S,Jellis
389,29A Yuile St,Boroondara,2015.0,444.0,2.0,3510000.0,18/03/2017,S,Jellis
390,3/75 Victory Bvd,Boroondara,,,1.0,968000.0,18/06/2016,S,Jellis
391,2/17 Ashburn Gr,Boroondara,1990.0,110.0,2.0,900000.0,19/11/2016,S,Jellis
392,4 Baker Pde,Boroondara,,,2.0,1500000.0,22/05/2016,S,hockingstuart
393,15 Comas Gr,Boroondara,2010.0,390.0,2.0,2752000.0,22/08/2016,S,Jellis
394,3 Mustang Ct,Boroondara,1945.0,139.0,2.0,1500000.0,22/08/2016,VB,Jellis
395,63 Dent St,Boroondara,1950.0,206.0,4.0,1800000.0,25/02/2017,S,Jellis
396,4 Vears Rd,Boroondara,1940.0,168.0,3.0,1830000.0,25/02/2017,S,Jellis
397,14 Lucerne St,Boroondara,1950.0,111.0,1.0,1415000.0,27/06/2016,S,Buxton
398,5 Pitt St,Boroondara,1940.0,104.0,1.0,1440000.0,27/06/2016,PI,Jellis
399,1/65 Ashburn Gr,Boroondara,2007.0,199.0,2.0,1250000.0,27/11/2016,VB,Noel
400,12 Meaden St,Boroondara,,,2.0,1422000.0,27/11/2016,S,Buxton
401,48 Nicholas St,Boroondara,1950.0,266.0,4.0,1600000.0,27/11/2016,S,Marshall
402,5 Taylor St,Boroondara,2000.0,274.0,3.0,1860000.0,27/11/2016,S,Jellis
403,1/7 Y St,Boroondara,1990.0,,2.0,1710000.0,27/11/2016,S,Marshall
404,33 Highgate Gr,Boroondara,1935.0,240.0,2.0,1790000.0,28/05/2016,PI,hockingstuart
405,9 Pitt St,Boroondara,1940.0,278.0,2.0,1950000.0,28/05/2016,S,Tim
406,9 Ward St,Boroondara,,,2.0,1600000.0,28/05/2016,S,Fletchers
407,159 Ashburn Gr,Boroondara,,,2.0,1320000.0,28/08/2016,PI,Marshall
408,19 Poulter St,Boroondara,1947.0,164.0,1.0,1650000.0,28/08/2016,S,Marshall
409,18 Teck St,Monash,1950.0,,1.0,995000.0,3/09/2016,S,Tim
410,28 Raymond St,Monash,,,1.0,1250000.0,3/12/2016,S,Woodards
411,31a Douglas St,Monash,,,2.0,1045000.0,4/03/2017,S,Tim
412,1/53 Winbirra Pde,Monash,2016.0,201.0,2.0,1200000.0,4/03/2017,SP,Purplebricks
413,18 Montrose St,Monash,1950.0,114.0,2.0,1075000.0,4/06/2016,VB,Jellis
414,4 Scenic Dr,Monash,2000.0,203.0,2.0,1500000.0,6/08/2016,S,Fletchers
415,8 Rocklands Rd,Monash,,,2.0,1120000.0,7/05/2016,S,Tim
416,1/7 Farmer St,Monash,1970.0,110.0,2.0,700000.0,7/11/2016,S,hockingstuart
417,1/136 High Street Rd,Monash,1950.0,94.0,4.0,761000.0,7/11/2016,PI,Fletchers
418,10 Maroondah Rd,Monash,,,1.0,1270000.0,8/10/2016,SP,Buxton
419,4 Peppermint Ct,Monash,,,2.0,1510000.0,8/10/2016,S,Buxton
420,35 Douglas St,Monash,1950.0,792.0,1.0,1365000.0,10/09/2016,S,Fletchers
421,95 Huntingdale Rd,Monash,1970.0,152.0,2.0,1100000.0,10/12/2016,VB,Tim
422,8 Maroondah Rd,Monash,,,2.0,1415000.0,13/08/2016,S,Buxton
423,1/7 Murra Ct,Monash,2003.0,90.0,1.0,690000.0,14/05/2016,S,Ray
424,58 Ashwood Dr,Monash,1950.0,215.0,3.0,1631000.0,15/10/2016,S,Jellis
425,3 Harold St,Monash,1930.0,255.0,1.0,1500000.0,15/10/2016,S,Buxton
426,9 Katta Ct,Monash,,,2.0,1060000.0,16/07/2016,S,Harcourts
427,16 Scenic Dr,Monash,2000.0,317.0,2.0,1529500.0,17/09/2016,S,Buxton
428,4/36 Queens Pde,Monash,1970.0,80.0,1.0,600000.0,18/03/2017,S,Noel
429,4/24 Mulgrave St,Monash,,,1.0,535000.0,18/06/2016,S,Woodards
430,147 Huntingdale Rd,Monash,1960.0,,1.0,785000.0,19/11/2016,S,Buxton
431,17 Parkhill Dr,Monash,1950.0,192.0,2.0,1240000.0,19/11/2016,S,Tim
432,2/6 Murra Ct,Monash,2007.0,88.0,2.0,700000.0,22/08/2016,S,hockingstuart
433,12 Leonard St,Monash,,,1.0,1350000.0,24/09/2016,S,Buxton
434,4 Teck St,Monash,1950.0,86.0,1.0,1110000.0,24/09/2016,S,Fletchers
435,14 Ashwood Dr,Monash,1960.0,120.0,1.0,1305000.0,25/02/2017,S,Jellis
436,1/2 Condah Ct,Monash,1958.0,85.0,1.0,855000.0,25/02/2017,S,Noel
437,1/16 Raymond St,Monash,2012.0,134.0,2.0,900500.0,27/11/2016,S,Jellis
438,4 Newbury Ct,Monash,1970.0,198.0,2.0,1200000.0,28/05/2016,VB,Buxton
439,2/53 Salisbury Rd,Monash,2012.0,130.0,2.0,830000.0,28/08/2016,S,Barry
440,8 Norma Ct,Moonee Valley,1970.0,118.0,1.0,850000.0,3/09/2016,S,Moonee
441,9 Rogerson St,Moonee Valley,1980.0,103.0,1.0,750000.0,3/09/2016,SP,Moonee
442,157 Canning St,Moonee Valley,2017.0,181.0,1.0,851000.0,3/12/2016,S,Nelson
443,105 Canning St,Moonee Valley,,,2.0,848000.0,4/03/2017,S,Nelson
444,36 Wood St,Moonee Valley,2008.0,,1.0,806000.0,4/03/2017,S,Moonee
445,2 Arbor Tce,Moonee Valley,2008.0,225.0,2.0,1155000.0,4/06/2016,S,Nelson
446,3 Karen Ct,Moonee Valley,,,2.0,670000.0,4/06/2016,VB,Nelson
447,6 Lovett Dr,Moonee Valley,,,4.0,1200000.0,4/06/2016,S,Nelson
448,12 Skewes St,Moonee Valley,,,2.0,636000.0,4/06/2016,S,Nelson
449,68 Thompson St,Moonee Valley,1970.0,120.0,2.0,680000.0,6/08/2016,S,Nelson
450,14 Lovett Dr,Moonee Valley,,,2.0,1160000.0,7/05/2016,S,Moonee
451,31 Duke St,Moonee Valley,,,1.0,750000.0,8/10/2016,S,Barry
452,97 Military Rd,Moonee Valley,1970.0,143.0,1.0,627500.0,8/10/2016,SP,Moonee
453,21 River Dr,Moonee Valley,,,2.0,880000.0,8/10/2016,S,Moonee
454,3 Clive Ct,Moonee Valley,1970.0,281.0,3.0,950000.0,10/12/2016,S,Moonee
455,22 Warrick Ct,Moonee Valley,,,3.0,1600000.0,10/12/2016,PI,Nelson
456,2/6 Nelson Ct,Moonee Valley,2012.0,,1.0,585000.0,11/02/2017,S,Barry
457,7 Monmouth St,Moonee Valley,,,3.0,650000.0,15/10/2016,SP,Moonee
458,15 River Dr,Moonee Valley,,,4.0,725000.0,15/10/2016,SP,Moonee
459,16a Arbor Tce,Moonee Valley,,,1.0,665000.0,16/04/2016,S,Brad
460,40a Herbert St,Moonee Valley,,,1.0,560500.0,16/04/2016,S,Nelson
461,185 Military Rd,Moonee Valley,,,2.0,615000.0,16/07/2016,SP,Moonee
462,33 Wood St,Moonee Valley,,,3.0,845000.0,16/07/2016,S,Nelson
463,14 Herbert St,Moonee Valley,,,2.0,585000.0,17/09/2016,SA,Barry
464,2/10 Military Rd,Moonee Valley,1999.0,,1.0,440000.0,18/03/2017,S,Nelson
465,9 Willow Dr,Moonee Valley,,149.0,2.0,850000.0,18/03/2017,S,Moonee
466,8 Westminster Dr,Moonee Valley,,,4.0,850000.0,18/06/2016,SP,Moonee
467,8 Herbert St,Moonee Valley,1960.0,106.0,1.0,705000.0,22/05/2016,S,Nelson
468,2 Hillman Ct,Moonee Valley,1992.0,395.0,2.0,1100000.0,22/05/2016,VB,Brad
469,20 Westminster Dr,Moonee Valley,1965.0,118.0,1.0,892500.0,22/05/2016,S,Nelson
470,8 Moffat St,Moonee Valley,,,2.0,695000.0,23/04/2016,S,HAR
471,1/24 Bordeaux St,Moonee Valley,1995.0,101.0,1.0,522500.0,24/09/2016,S,Nelson
472,72 Military Rd,Moonee Valley,1960.0,140.0,2.0,680000.0,24/09/2016,PI,Nelson
473,1/5 South Tce,Moonee Valley,1990.0,,1.0,500000.0,24/09/2016,S,Nelson
474,1/4 Weyburn Pl,Moonee Valley,1993.0,,2.0,550000.0,24/09/2016,SP,Moonee
475,19 Clarendon St,Moonee Valley,,,2.0,730000.0,25/02/2017,S,Jas
476,2 Drake Ct,Moonee Valley,1960.0,117.0,3.0,875000.0,25/02/2017,S,Edward
477,11 South Tce,Moonee Valley,,,8.0,850000.0,25/02/2017,SP,Moonee
478,61 Doyle St,Moonee Valley,,,1.0,635000.0,26/07/2016,SP,Moonee
479,109 North Rd,Moonee Valley,1961.0,150.0,2.0,762000.0,26/07/2016,S,Nelson
480,2/4 Carmyle Ct,Moonee Valley,1995.0,85.0,1.0,411000.0,27/11/2016,PI,Barry
481,10 Intervale Dr,Moonee Valley,,,2.0,790000.0,27/11/2016,S,Barry
482,328 Milleara Rd,Moonee Valley,,,0.0,605000.0,27/11/2016,S,Barry
483,10 Skewes St,Moonee Valley,1970.0,103.0,2.0,805000.0,27/11/2016,S,Nelson
484,62 Skewes St,Moonee Valley,1960.0,,4.0,890000.0,27/11/2016,S,Moonee
485,49 Rogerson St,Moonee Valley,,,1.0,795000.0,28/05/2016,S,Barry
486,43 Skewes St,Moonee Valley,1950.0,153.0,1.0,634000.0,28/05/2016,S,Nelson
487,63 Doyle St,Moonee Valley,1960.0,,1.0,642000.0,28/08/2016,SP,Moonee
488,235 Military Rd,Moonee Valley,,,3.0,863000.0,28/08/2016,S,Barry
489,57 North Rd,Moonee Valley,,,2.0,740000.0,28/08/2016,SP,Moonee
490,18 Linton St,Port Phillip,1900.0,180.0,1.0,1819000.0,3/09/2016,S,Gary
491,7/72 Grosvenor St,Port Phillip,1965.0,61.0,2.0,410000.0,3/12/2016,PI,hockingstuart
492,3/88 Grosvenor St,Port Phillip,,,1.0,280000.0,7/05/2016,VB,hockingstuart
493,1/34 Gourlay St,Port Phillip,2000.0,120.0,2.0,1015000.0,7/11/2016,S,Gary
494,4/9 Gourlay St,Port Phillip,1960.0,65.0,1.0,502500.0,15/10/2016,S,Buxton
495,1/22 Sycamore Gr,Port Phillip,1970.0,58.0,0.0,520000.0,15/10/2016,S,Gary
496,6/23 Gourlay St,Port Phillip,1960.0,61.0,1.0,442000.0,17/09/2016,SP,Buxton
497,6 Blenheim St,Port Phillip,1920.0,100.0,1.0,1193000.0,18/06/2016,S,McGrath
498,3/20 Orange Gr,Port Phillip,1960.0,49.0,1.0,416000.0,18/06/2016,S,Chisholm
499,2/360 Carlisle St,Port Phillip,,,1.0,820000.0,19/11/2016,S,Gary
500,2/19 Camden St,Port Phillip,1970.0,59.0,1.0,474000.0,22/05/2016,S,hockingstuart
501,1/17 Albion St,Port Phillip,1930.0,84.0,0.0,981000.0,25/02/2017,S,Buxton
502,10 Grosvenor St,Port Phillip,1890.0,159.0,2.0,1690000.0,25/02/2017,S,McGrath
503,3/33 Gourlay St,Port Phillip,1970.0,51.0,1.0,540000.0,27/06/2016,VB,McGrath
504,41 Marlborough St,Port Phillip,1928.0,,1.0,1080000.0,27/06/2016,S,Buxton
505,15/36 Brighton Rd,Port Phillip,,,0.0,500000.0,27/11/2016,SP,Biggin
506,5/11 Albion St,Port Phillip,,,0.0,497500.0,28/08/2016,PI,hockingstuart
507,166 Gordon St,Boroondara,1920.0,123.0,1.0,2100000.0,3/09/2016,S,Marshall
508,36 Narrak Rd,Boroondara,1985.0,218.0,2.0,1800000.0,3/09/2016,VB,Marshall
509,2/16 Westminster St,Boroondara,2000.0,129.0,1.0,1255000.0,3/09/2016,S,Noel
510,2/74 Balwyn Rd,Boroondara,1998.0,112.0,2.0,1070000.0,3/12/2016,SA,Philip
511,112 Belmore Rd,Boroondara,2009.0,420.0,2.0,2570000.0,3/12/2016,PI,RT
512,27 Bevan St,Boroondara,1985.0,226.0,2.0,2400000.0,3/12/2016,VB,RW
513,129 Gordon St,Boroondara,,266.0,2.0,2200000.0,3/12/2016,S,North
514,4 Melba Ct,Boroondara,,410.0,2.0,3250000.0,3/12/2016,PI,hockingstuart
515,5/14 Parring Rd,Boroondara,1977.0,97.0,1.0,806000.0,3/12/2016,S,Noel
516,349 Union Rd,Boroondara,1935.0,449.0,7.0,4000000.0,3/12/2016,VB,Jellis
517,3/10 Westminster St,Boroondara,,,2.0,1215000.0,3/12/2016,S,Jellis
518,22 Yongala St,Boroondara,2006.0,356.0,2.0,2250000.0,3/12/2016,PI,Noel
519,3/30 Cremorne St,Boroondara,,,1.0,812000.0,4/03/2017,S,Jellis
520,9/5 Boston Rd,Boroondara,1976.0,,2.0,1140000.0,4/06/2016,S,Nelson
521,17 Gordon St,Boroondara,,,1.0,2330000.0,4/06/2016,S,Marshall
522,40 Metung St,Boroondara,2001.0,349.0,2.0,2800000.0,4/06/2016,VB,Marshall
523,4/30 Weir St,Boroondara,,,1.0,605000.0,4/06/2016,S,Marshall
524,1/37 Yongala St,Boroondara,,,2.0,1255000.0,4/06/2016,PI,Noel
525,142 Balwyn Rd,Boroondara,1930.0,166.0,1.0,1850000.0,6/08/2016,VB,Fletchers
526,9/11 Parring Rd,Boroondara,1975.0,,1.0,805000.0,6/08/2016,S,Noel
527,4/3 King St,Boroondara,1970.0,110.0,1.0,700000.0,7/05/2016,VB,Marshall
528,27 Nungerner St,Boroondara,,,2.0,2130000.0,7/05/2016,PI,Jellis
529,3/18 Weir St,Boroondara,1960.0,72.0,1.0,500000.0,7/05/2016,S,Marshall
530,3 Westminster St,Boroondara,1985.0,252.0,2.0,2125000.0,7/05/2016,SP,Jellis
531,13 Naroo St,Boroondara,1948.0,200.0,2.0,1800000.0,8/10/2016,PI,Jellis
532,101/201 Whitehorse Rd,Boroondara,2014.0,70.0,1.0,635000.0,8/10/2016,S,Fletchers
533,1/252 Union Rd,Boroondara,1960.0,73.0,1.0,526000.0,10/09/2016,S,hockingstuart
534,9/204 Whitehorse Rd,Boroondara,,,1.0,390000.0,10/09/2016,VB,Jellis
535,1/18 Belmore Rd,Boroondara,1995.0,150.0,2.0,905000.0,10/12/2016,S,Kay
536,316 Belmore Rd,Boroondara,2016.0,308.0,2.0,1750000.0,10/12/2016,PI,Ascend
537,11/22 Brenbeal St,Boroondara,1960.0,100.0,1.0,760000.0,10/12/2016,S,Christopher
538,18 Fitzgerald St,Boroondara,,,4.0,3180000.0,10/12/2016,S,Kay
539,3/3 Iramoo St,Boroondara,2003.0,164.0,2.0,1367000.0,10/12/2016,S,Jellis
540,18 Metung St,Boroondara,,,2.0,3600000.0,10/12/2016,SP,Marshall
541,25 Percy St,Boroondara,1930.0,,2.0,2550000.0,10/12/2016,S,Marshall
542,2/8 Evelina St,Boroondara,2009.0,240.0,2.0,1400000.0,12/11/2016,PI,Noel
543,5 Millah Rd,Boroondara,1927.0,241.0,4.0,3270000.0,12/11/2016,S,Fletchers
544,6/10 Brenbeal St,Boroondara,1960.0,104.0,1.0,625000.0,13/08/2016,PI,Jellis
545,4/4 Raynes St,Boroondara,,,1.0,700000.0,13/08/2016,VB,Noel
546,1 Weston St,Boroondara,,465.0,4.0,1860000.0,14/05/2016,S,Marshall
547,38 Frederick St,Boroondara,1997.0,336.0,2.0,2730000.0,15/10/2016,S,RT
548,7 Power St,Boroondara,,,2.0,2020000.0,16/04/2016,S,Marshall
549,6/29 Weir St,Boroondara,1950.0,79.0,1.0,460000.0,16/04/2016,VB,Jellis
550,150 Balwyn Rd,Boroondara,,,2.0,2250000.0,16/07/2016,SA,Jellis
551,3/94 Balwyn Rd,Boroondara,1985.0,98.0,2.0,1053000.0,16/07/2016,S,Fletchers
552,1/7 Boston Rd,Boroondara,1980.0,,2.0,1800000.0,16/07/2016,VB,Marshall
553,1/32 Yerrin St,Boroondara,1995.0,170.0,2.0,1472000.0,16/07/2016,S,Noel
554,53 Metung St,Boroondara,,,2.0,2120000.0,17/09/2016,S,Jellis
555,87 Yerrin St,Boroondara,,,2.0,1910000.0,17/09/2016,S,Jellis
556,5/95 Balwyn Rd,Boroondara,1990.0,88.0,1.0,754000.0,18/03/2017,PI,Marshall
557,2 Birtles Ct,Boroondara,,,2.0,3000000.0,18/06/2016,VB,Jellis
558,49 Metung St,Boroondara,,502.0,4.0,3400000.0,18/06/2016,VB,Jellis
559,29 Bevan St,Boroondara,1981.0,253.0,2.0,2188000.0,19/11/2016,S,Marshall
560,2/30 Kalimna St,Boroondara,1980.0,92.0,1.0,755000.0,19/11/2016,PI,Noel
561,1 Knutsford St,Boroondara,,,2.0,2900000.0,22/05/2016,VB,Marshall
562,262 Union Rd,Boroondara,1910.0,350.0,2.0,3290000.0,22/05/2016,S,Jellis
563,25 Kalimna St,Boroondara,,,2.0,2665000.0,22/08/2016,S,Jellis
564,7 Naroo St,Boroondara,,,2.0,1801000.0,22/08/2016,S,Noel
565,27 Metung St,Boroondara,1940.0,207.0,1.0,2410000.0,24/09/2016,S,Fletchers
566,4/35 Weir St,Boroondara,1960.0,150.0,1.0,650000.0,24/09/2016,S,Jellis
567,34 Nott St,Boroondara,,,1.0,2275000.0,25/02/2017,VB,Jellis
568,275 Union Rd,Boroondara,,,4.0,2810000.0,25/02/2017,PI,Jellis
569,3/14 Weir St,Boroondara,,,2.0,1385000.0,25/02/2017,S,Jellis
570,26 Wills St,Boroondara,1930.0,291.0,2.0,2000000.0,27/06/2016,PI,hockingstuart
571,165 Balwyn Rd,Boroondara,1940.0,155.0,1.0,1900000.0,27/11/2016,S,Mandy
572,17 Knutsford St,Boroondara,1930.0,166.0,1.0,3401000.0,27/11/2016,S,Jellis
573,47 Naroo St,Boroondara,1943.0,193.0,3.0,1750000.0,27/11/2016,VB,Jellis
574,8 Raynes St,Boroondara,,,3.0,4000000.0,27/11/2016,VB,RT
575,1/74 Balwyn Rd,Boroondara,1940.0,,1.0,1100000.0,28/05/2016,S,hockingstuart
576,112 Belmore Rd,Boroondara,2009.0,420.0,2.0,3020000.0,28/05/2016,PI,Jellis
