sale_no,Address,CouncilArea,Car,Price,Date,Method,SellerG,Suburb,Regionname,Postcode,Propertycount,Lattitude,Longtitude,Distance,Type,Rooms,Bedroom2,Bathroom,Landsize,YearBuilt,BuildingArea
260,14 New St,Stonnington,2,1300000.0,18/06/2016,VB,Jellis,Armadale,Southern Metropolitan,3143.0,4836,-37.8542,145.0149,6.3,h,3,2,1,212.0,1900,106.0
262,6/51 Armadale St,Stonnington,1,704000.0,19/11/2016,SP,Greg,Armadale,Southern Metropolitan,3143.0,4836,-37.8573,145.0186,6.3,u,2,2,1,0.0,1969,74.0
263,12/41 Kooyong Rd,Stonnington,1,620000.0,19/11/2016,VB,Marshall,Armadale,Southern Metropolitan,3143.0,4836,-37.8596,145.0198,6.3,u,2,3,1,0.0,1970,98.0
264,63 Denbigh Rd,Stonnington,2,1900000.0,22/05/2016,S,Marshall,Armadale,Southern Metropolitan,3143.0,4836,-37.8559,145.0158,6.3,h,3,3,1,328.0,1900,108.0
267,10/51 Armadale St,Stonnington,1,710000.0,25/02/2017,S,Jellis,Armadale,Southern Metropolitan,3143.0,4836,-37.8573,145.0186,6.3,u,2,2,1,2471.0,1970,80.0
269,1/14 Denbigh Rd,Stonnington,1,598000.0,25/02/2017,S,hockingstuart,Armadale,Southern Metropolitan,3143.0,4836,-37.8593,145.0156,6.3,u,2,2,1,0.0,1970,88.0
270,75 Sutherland Rd,Stonnington,2,1285000.0,25/02/2017,S,Marshall,Armadale,Southern Metropolitan,3143.0,4836,-37.8554,145.0173,6.3,h,3,3,1,186.0,1920,80.0
272,1/403 Dandenong Rd,Stonnington,1,520000.0,27/06/2016,S,hockingstuart,Armadale,Southern Metropolitan,3143.0,4836,-37.8618,145.0183,6.3,u,2,1,1,0.0,1970,76.0
273,44 Denbigh Rd,Stonnington,2,3625000.0,27/11/2016,S,Jellis,Armadale,Southern Metropolitan,3143.0,4836,-37.8574,145.016,6.3,h,4,4,1,709.0,1900,251.0
274,44 Hampden Rd,Stonnington,3,4200000.0,27/11/2016,VB,Kay,Armadale,Southern Metropolitan,3143.0,4836,-37.8582,145.0138,6.3,h,4,4,3,563.0,2000,333.0
275,3/769 High St,Stonnington,2,1101000.0,27/11/2016,S,Jellis,Armadale,Southern Metropolitan,3143.0,4836,-37.8542,145.0135,6.3,t,3,3,1,103.0,2000,3.0
276,4 Mercer Rd,Stonnington,2,3512500.0,27/11/2016,S,Marshall,Armadale,Southern Metropolitan,3143.0,4836,-37.8557,145.0264,6.3,h,3,3,2,617.0,1998,285.0
278,1/31 Mercer Rd,Stonnington,1,869000.0,28/05/2016,S,Jellis,Armadale,Southern Metropolitan,3143.0,4836,-37.853,145.0264,6.3,u,3,2,1,0.0,1940,91.0
281,5/555 Orrong Rd,Stonnington,1,567000.0,28/08/2016,S,hockingstuart,Armadale,Southern Metropolitan,3143.0,4836,-37.8549,145.0113,6.3,u,1,1,1,0.0,2013,53.0
285,30 Rothwell St,Moonee Valley,2,940000.0,3/12/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7777,144.9195,5.9,h,3,3,1,298.0,1920,108.0
286,9/5 Rothwell St,Moonee Valley,1,467000.0,3/12/2016,SP,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7761,144.9201,5.9,u,2,2,1,0.0,1980,62.0
287,7 Francis St,Moonee Valley,2,1380000.0,4/03/2017,SP,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7777,144.9221,5.9,h,3,3,2,277.0,1910,174.0
288,2/21 Harold St,Moonee Valley,1,490000.0,4/03/2017,VB,Jellis,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7736,144.9015,5.9,u,2,2,1,423.0,1970,62.0
289,44 The Parade,Moonee Valley,1,1850000.0,4/03/2017,S,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7729,144.9179,5.9,h,4,4,3,478.0,1900,270.0
291,98 Epsom Rd,Moonee Valley,2,971000.0,4/06/2016,SP,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.775,144.9091,5.9,h,3,3,2,285.0,1900,128.0
292,8 Geddes St,Moonee Valley,1,710000.0,4/06/2016,PI,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7776,144.9142,5.9,h,2,2,1,214.0,1890,77.0
293,75 Maribyrnong Rd,Moonee Valley,2,2425000.0,4/06/2016,PI,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7721,144.9184,5.9,h,6,6,3,1014.0,1887,435.0
293,75 Maribyrnong Rd,Moonee Valley,2,2425000.0,4/06/2016,PI,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7721,144.9184,5.9,h,6,6,3,1012.0,1887,435.0
294,119 Roseberry St,Moonee Valley,1,750000.0,4/06/2016,SP,Maddison,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7745,144.9093,5.9,h,2,2,1,226.0,1920,92.0
295,10 Fenton St,Moonee Valley,1,1053000.0,6/08/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7748,144.929,5.9,h,2,2,1,269.0,1900,109.0
296,10 McCully St,Moonee Valley,1,1377000.0,6/08/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7756,144.9208,5.9,h,3,3,1,417.0,1900,168.0
297,120 Epsom Rd,Moonee Valley,2,970000.0,7/05/2016,S,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7759,144.91,5.9,h,3,3,1,350.0,1904,125.0
299,63 Kent St,Moonee Valley,1,751000.0,7/05/2016,PI,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7807,144.9288,5.9,h,2,2,1,118.0,1890,79.0
300,4 The Parade,Moonee Valley,1,950000.0,7/05/2016,SP,Raine,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7731,144.9206,5.9,h,2,2,1,173.0,1900,102.0
301,1/17 Epsom Rd,Moonee Valley,2,685000.0,7/11/2016,S,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7718,144.9066,5.9,u,2,2,1,228.0,1995,90.0
302,41 Monash St,Moonee Valley,2,1230000.0,8/10/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7819,144.9064,5.9,h,3,4,1,594.0,1960,148.0
305,51 Francis St,Moonee Valley,1,770000.0,10/09/2016,PI,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7774,144.9186,5.9,h,2,2,1,226.0,1900,87.0
307,12 Mirams St,Moonee Valley,1,890000.0,10/12/2016,SP,Raine,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7766,144.9143,5.9,h,4,4,1,300.0,1890,185.0
309,78 The Parade,Moonee Valley,1,1440000.0,11/02/2017,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7725,144.9146,5.9,h,3,3,1,487.0,1900,131.0
313,26 Newsom St,Moonee Valley,2,1000000.0,12/11/2016,PI,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7746,144.9031,5.9,h,3,3,2,440.0,1955,120.0
314,8 Pentland St,Moonee Valley,2,1435000.0,12/11/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7737,144.904,5.9,h,3,3,2,532.0,1950,147.0
315,8/129 The Parade,Moonee Valley,1,390000.0,12/11/2016,S,Alexkarbon,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7723,144.9094,5.9,u,1,1,1,0.0,1972,58.0
316,52 Monash St,Moonee Valley,2,1425000.0,13/08/2016,PI,Jellis,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7821,144.9055,5.9,h,3,3,2,495.0,1920,139.0
316,52 Monash St,Moonee Valley,2,1425000.0,13/08/2016,PI,Jellis,Lalor,Northern Metropolitan,3075.0,8279,-37.66101,145.02568,16.3,h,3,3,1,532.0,1920,139.0
317,58 Fenton St,Moonee Valley,2,1340000.0,14/05/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.775,144.93200000000004,5.9,h,4,3,2,683.0,1978,232.0
318,70 Munro St,Moonee Valley,1,955000.0,14/05/2016,S,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7753,144.9116,5.9,h,3,3,1,263.0,1910,117.0
319,125 Epsom Rd,Moonee Valley,5,1100000.0,15/10/2016,VB,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7791,144.9136,5.9,h,4,4,2,559.0,1920,195.0
321,3/28 Ormond Rd,Moonee Valley,1,432000.0,15/10/2016,S,Biggin,Ascot Vale,Western Metropolitan,3032.0,6567,-37.773,144.9303,5.9,u,2,2,1,0.0,1978,62.0
322,7 Angler Pde,Moonee Valley,2,1640000.0,16/04/2016,S,Raine,Ascot Vale,Western Metropolitan,3032.0,6567,-37.782,144.903,5.9,h,4,4,3,562.0,1890,204.0
323,26 Ayr St,Moonee Valley,1,1430000.0,16/04/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.78,144.9295,5.9,h,6,4,2,461.0,1900,286.0
324,2/127 Epsom Rd,Moonee Valley,1,610000.0,16/04/2016,SP,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7791,144.914,5.9,u,2,2,1,301.0,1995,104.0
325,57 The Parade,Moonee Valley,1,940000.0,16/04/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7727,144.9136,5.9,h,3,3,3,491.0,1950,127.0
326,62 Mirams St,Moonee Valley,1,890000.0,16/07/2016,SP,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7765,144.9114,5.9,h,3,3,1,242.0,1920,110.0
327,67 Hurtle St,Moonee Valley,2,1180000.0,17/09/2016,SP,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7742,144.906,5.9,h,3,3,2,617.0,1930,149.0
328,95 Walter St,Moonee Valley,2,1480000.0,17/09/2016,S,Raine,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7757,144.9088,5.9,h,4,4,2,597.0,1939,180.0
332,3/8 Walter St,Moonee Valley,1,865000.0,18/03/2017,SP,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7713,144.9038,5.9,t,2,2,2,146.0,2015,132.0
334,12/9 Milton St,Moonee Valley,1,442000.0,18/06/2016,S,Alexkarbon,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7733,144.9219,5.9,u,2,2,1,0.0,1975,62.0
336,21A Geddes St,Moonee Valley,2,1037500.0,19/11/2016,S,Alexkarbon,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7779,144.9133,5.9,h,3,3,1,506.0,1920,110.0
337,1/20 Newsom St,Moonee Valley,2,1050000.0,19/11/2016,S,Jellis,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7744,144.9035,5.9,t,3,3,2,318.0,2013,160.0
338,4/27 Roseberry St,Moonee Valley,1,440000.0,19/11/2016,S,McDonald,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7749,144.9137,5.9,u,2,2,1,0.0,1970,65.0
340,43 Bloomfield Rd,Moonee Valley,0,1430000.0,22/05/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7766,144.9187,5.9,h,4,4,2,418.0,1900,158.0
344,21 Middle St,Moonee Valley,1,1130000.0,23/04/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7774,144.928,5.9,h,3,3,2,272.0,1900,157.0
345,78 Francis St,Moonee Valley,1,1135000.0,24/09/2016,S,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.777,144.9176,5.9,h,3,3,1,296.0,1910,104.0
346,25 Geddes St,Moonee Valley,1,950000.0,24/09/2016,PI,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7778,144.9131,5.9,h,4,4,2,298.0,1920,147.0
348,18/54 Epsom Rd,Moonee Valley,1,390000.0,25/02/2017,PI,Jellis,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7731,144.9074,5.9,u,2,2,1,1957.0,2012,69.0
349,15 Mirams St,Moonee Valley,1,1345000.0,25/02/2017,S,Jellis,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7769,144.9138,5.9,h,4,4,1,552.0,1920,155.0
350,44 Walter St,Moonee Valley,2,1381500.0,25/02/2017,S,Barry,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7727,144.9055,5.9,h,3,3,2,416.0,1900,168.0
351,25 Dalgety Dr,Moonee Valley,2,940000.0,26/07/2016,S,Jellis,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7778,144.9061,5.9,h,3,3,2,285.0,2011,172.0
352,7 Dalgety Dr,Moonee Valley,1,995000.0,26/07/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7778,144.9042,5.9,h,3,3,2,314.0,2010,177.0
354,6 Waller Ct,Moonee Valley,1,786000.0,26/07/2016,S,Brad,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7816,144.9217,5.9,h,3,3,2,576.0,1940,120.0
355,17 Ascot St,Moonee Valley,3,705000.0,27/06/2016,PI,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7825,144.9206,5.9,h,2,2,1,252.0,1910,108.0
356,73 Kent St,Moonee Valley,1,760000.0,27/06/2016,PI,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7807,144.9285,5.9,h,2,2,1,124.0,1900,77.0
358,1 East St,Moonee Valley,2,1000000.0,27/11/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7766,144.9277,5.9,t,3,3,2,200.0,2003,144.0
363,1 Bloomfield Rd,Moonee Valley,1,1305000.0,28/05/2016,S,Barry,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7768,144.9223,5.9,h,3,2,1,278.0,1900,166.0
366,58 Bloomfield Rd,Moonee Valley,1,1215000.0,28/08/2016,S,Stockdale,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7762,144.9174,5.9,h,3,3,1,452.0,1960,175.0
367,1/91 Epsom Rd,Moonee Valley,2,545000.0,28/08/2016,S,Nelson,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7772,144.9118,5.9,u,2,2,1,194.0,1900,71.0
368,5 Doncaster St,Moonee Valley,4,1705000.0,30/07/2016,S,Jellis,Ascot Vale,Western Metropolitan,3032.0,6567,-37.7774,144.9104,5.9,h,4,4,2,598.0,2012,273.0
371,61 Dent St,Boroondara,2,2650000.0,3/09/2016,S,Marshall,Ashburton,Southern Metropolitan,3147.0,3052,-37.8669,145.0767,11.0,h,4,4,3,753.0,2015,399.0
372,69 Albion Rd,Boroondara,2,1670000.0,3/12/2016,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8673,145.0688,11.0,h,3,3,2,599.0,1930,220.0
374,3/39 Solway St,Boroondara,4,2050000.0,3/12/2016,S,Fletchers,Ashburton,Southern Metropolitan,3147.0,3052,-37.874,145.0714,11.0,t,3,3,3,310.0,2014,315.0
377,3 Dunlop St,Boroondara,2,1555000.0,4/06/2016,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8666,145.0676,11.0,h,3,3,2,731.0,1935,149.0
378,16a Nicholas St,Boroondara,2,1100000.0,8/10/2016,PI,Marshall,Ashburton,Southern Metropolitan,3147.0,3052,-37.8699,145.0778,11.0,h,3,3,3,276.0,2004,178.0
379,5 Nicholas St,Boroondara,2,1337000.0,8/10/2016,S,Buxton,Ashburton,Southern Metropolitan,3147.0,3052,-37.8685,145.0786,11.0,h,3,3,1,583.0,1950,112.0
380,115 Ashburn Gr,Boroondara,4,2950000.0,10/09/2016,S,hockingstuart,Ashburton,Southern Metropolitan,3147.0,3052,-37.8729,145.0788,11.0,h,8,9,7,1472.0,2009,618.0
382,1/1 Nairn St,Boroondara,2,1518000.0,10/09/2016,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8675,145.0668,11.0,h,3,3,2,516.0,1920,145.0
383,9 Gona Ct,Boroondara,2,1710000.0,10/12/2016,S,hockingstuart,Ashburton,Southern Metropolitan,3147.0,3052,-37.8695,145.084,11.0,h,3,3,1,806.0,1950,101.0
384,45 Yuile St,Boroondara,3,1655000.0,10/12/2016,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8599,145.0815,11.0,h,3,3,1,780.0,1940,152.0
385,47 Yuile St,Boroondara,2,1550000.0,12/11/2016,VB,Marshall,Ashburton,Southern Metropolitan,3147.0,3052,-37.86,145.0817,11.0,h,4,4,2,780.0,1938,180.0
386,6a Glen Rd,Boroondara,2,1662000.0,14/05/2016,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8742,145.07,11.0,h,3,3,2,351.0,2006,228.0
387,18 Glen Rd,Boroondara,3,1665000.0,15/10/2016,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8737,145.0695,11.0,h,3,3,2,702.0,1945,145.0
389,29A Yuile St,Boroondara,2,3510000.0,18/03/2017,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8598,145.0796,11.0,h,5,5,5,755.0,2015,444.0
391,2/17 Ashburn Gr,Boroondara,2,900000.0,19/11/2016,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8655,145.0808,11.0,t,3,3,2,153.0,1990,110.0
393,15 Comas Gr,Boroondara,2,2752000.0,22/08/2016,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8714,145.07299999999995,11.0,h,5,6,4,1075.0,2010,390.0
394,3 Mustang Ct,Boroondara,2,1500000.0,22/08/2016,VB,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8653,145.0897,11.0,h,3,3,2,710.0,1945,139.0
395,63 Dent St,Boroondara,4,1800000.0,25/02/2017,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8669,145.077,11.0,h,4,4,2,749.0,1950,206.0
396,4 Vears Rd,Boroondara,3,1830000.0,25/02/2017,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8619,145.0879,11.0,h,3,3,2,724.0,1940,168.0
397,14 Lucerne St,Boroondara,1,1415000.0,27/06/2016,S,Buxton,Ashburton,Southern Metropolitan,3147.0,3052,-37.8703,145.0774,11.0,h,3,3,1,605.0,1950,111.0
398,5 Pitt St,Boroondara,1,1440000.0,27/06/2016,PI,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.872,145.0692,11.0,h,2,2,1,687.0,1940,104.0
399,1/65 Ashburn Gr,Boroondara,2,1250000.0,27/11/2016,VB,Noel,Ashburton,Southern Metropolitan,3147.0,3052,-37.8693,145.08,11.0,t,4,4,2,321.0,2007,199.0
401,48 Nicholas St,Boroondara,4,1600000.0,27/11/2016,S,Marshall,Ashburton,Southern Metropolitan,3147.0,3052,-37.8724,145.0758,11.0,h,5,5,3,700.0,1950,266.0
402,5 Taylor St,Boroondara,3,1860000.0,27/11/2016,S,Jellis,Ashburton,Southern Metropolitan,3147.0,3052,-37.8711,145.0746,11.0,h,4,4,2,696.0,2000,274.0
404,33 Highgate Gr,Boroondara,2,1790000.0,28/05/2016,PI,hockingstuart,Ashburton,Southern Metropolitan,3147.0,3052,-37.8664,145.0772,11.0,h,4,4,2,514.0,1935,240.0
405,9 Pitt St,Boroondara,2,1950000.0,28/05/2016,S,Tim,Ashburton,Southern Metropolitan,3147.0,3052,-37.8715,145.0688,11.0,h,4,4,2,844.0,1940,278.0
408,19 Poulter St,Boroondara,1,1650000.0,28/08/2016,S,Marshall,Ashburton,Southern Metropolitan,3147.0,3052,-37.8636,145.0903,11.0,h,3,3,1,697.0,1947,164.0
412,1/53 Winbirra Pde,Monash,2,1200000.0,4/03/2017,SP,Purplebricks,Ashwood,Southern Metropolitan,3147.0,2894,-37.8716,145.0999,12.2,h,4,4,3,372.0,2016,201.0
413,18 Montrose St,Monash,2,1075000.0,4/06/2016,VB,Jellis,Ashwood,Southern Metropolitan,3147.0,2894,-37.8694,145.0944,12.2,h,2,2,1,695.0,1950,114.0
414,4 Scenic Dr,Monash,2,1500000.0,6/08/2016,S,Fletchers,Ashwood,Southern Metropolitan,3147.0,2894,-37.8647,145.1023,12.2,h,4,2,2,621.0,2000,203.0
416,1/7 Farmer St,Monash,2,700000.0,7/11/2016,S,hockingstuart,Ashwood,Southern Metropolitan,3147.0,2894,-37.8662,145.109,12.2,t,2,2,1,367.0,1970,110.0
417,1/136 High Street Rd,Monash,4,761000.0,7/11/2016,PI,Fletchers,Ashwood,Southern Metropolitan,3147.0,2894,-37.8675,145.106,12.2,h,3,3,2,400.0,1950,94.0
420,35 Douglas St,Monash,1,1365000.0,10/09/2016,S,Fletchers,Ashwood,Southern Metropolitan,3147.0,2894,-37.864,145.0972,12.2,h,3,3,1,792.0,1950,792.0
421,95 Huntingdale Rd,Monash,2,1100000.0,10/12/2016,VB,Tim,Ashwood,Southern Metropolitan,3147.0,2894,-37.8621,145.1126,12.2,h,4,3,2,803.0,1970,152.0
423,1/7 Murra Ct,Monash,1,690000.0,14/05/2016,S,Ray,Ashwood,Southern Metropolitan,3147.0,2894,-37.8711,145.1017,12.2,u,2,2,1,216.0,2003,90.0
424,58 Ashwood Dr,Monash,3,1631000.0,15/10/2016,S,Jellis,Ashwood,Southern Metropolitan,3147.0,2894,-37.8621,145.1021,12.2,h,3,3,2,782.0,1950,215.0
425,3 Harold St,Monash,1,1500000.0,15/10/2016,S,Buxton,Ashwood,Southern Metropolitan,3147.0,2894,-37.8655,145.096,12.2,h,4,4,2,593.0,1930,255.0
427,16 Scenic Dr,Monash,2,1529500.0,17/09/2016,S,Buxton,Ashwood,Southern Metropolitan,3147.0,2894,-37.8637,145.1024,12.2,h,5,5,3,585.0,2000,317.0
428,4/36 Queens Pde,Monash,1,600000.0,18/03/2017,S,Noel,Ashwood,Southern Metropolitan,3147.0,2894,-37.8696,145.0962,12.2,u,2,2,1,153.0,1970,80.0
431,17 Parkhill Dr,Monash,2,1240000.0,19/11/2016,S,Tim,Ashwood,Southern Metropolitan,3147.0,2894,-37.8629,145.1097,12.2,h,4,4,2,766.0,1950,192.0
432,2/6 Murra Ct,Monash,2,700000.0,22/08/2016,S,hockingstuart,Ashwood,Southern Metropolitan,3147.0,2894,-37.8709,145.102,12.2,u,2,2,1,192.0,2007,88.0
434,4 Teck St,Monash,1,1110000.0,24/09/2016,S,Fletchers,Ashwood,Southern Metropolitan,3147.0,2894,-37.8683,145.1082,12.2,h,2,2,1,586.0,1950,86.0
435,14 Ashwood Dr,Monash,1,1305000.0,25/02/2017,S,Jellis,Ashwood,Southern Metropolitan,3147.0,2894,-37.858,145.1038,12.2,h,3,3,1,760.0,1960,120.0
436,1/2 Condah Ct,Monash,1,855000.0,25/02/2017,S,Noel,Ashwood,Southern Metropolitan,3147.0,2894,-37.87,145.1103,12.2,h,3,3,2,320.0,1958,85.0
437,1/16 Raymond St,Monash,2,900500.0,27/11/2016,S,Jellis,Ashwood,Southern Metropolitan,3147.0,2894,-37.8655,145.1096,12.2,t,3,3,2,256.0,2012,134.0
438,4 Newbury Ct,Monash,2,1200000.0,28/05/2016,VB,Buxton,Ashwood,Southern Metropolitan,3147.0,2894,-37.8614,145.1098,12.2,h,3,3,2,839.0,1970,198.0
439,2/53 Salisbury Rd,Monash,2,830000.0,28/08/2016,S,Barry,Ashwood,Southern Metropolitan,3147.0,2894,-37.8723,145.1089,12.2,t,3,2,1,212.0,2012,130.0
440,8 Norma Ct,Moonee Valley,1,850000.0,3/09/2016,S,Moonee,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7677,144.8674,10.5,h,3,3,1,593.0,1970,118.0
441,9 Rogerson St,Moonee Valley,1,750000.0,3/09/2016,SP,Moonee,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7634,144.8611,10.5,h,3,3,1,0.0,1980,103.0
442,157 Canning St,Moonee Valley,1,851000.0,3/12/2016,S,Nelson,Avondale Heights,Western Metropolitan,3034.0,4502,-37.77,144.8572,10.5,t,3,3,3,557.0,2017,181.0
445,2 Arbor Tce,Moonee Valley,2,1155000.0,4/06/2016,S,Nelson,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7654,144.8655,10.5,h,4,3,2,569.0,2008,225.0
449,68 Thompson St,Moonee Valley,2,680000.0,6/08/2016,S,Nelson,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7591,144.8542,10.5,h,3,3,1,570.0,1970,120.0
452,97 Military Rd,Moonee Valley,1,627500.0,8/10/2016,SP,Moonee,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7632,144.8622,10.5,h,3,3,1,550.0,1970,143.0
454,3 Clive Ct,Moonee Valley,3,950000.0,10/12/2016,S,Moonee,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7524,144.8714,10.5,h,4,4,3,761.0,1970,281.0
454,3 Clive Ct,Moonee Valley,3,950000.0,10/12/2016,S,Moonee,Balwyn North,Southern Metropolitan,3104.0,7809,-37.7822,145.0907,9.2,h,4,4,3,1274.0,1970,281.0
467,8 Herbert St,Moonee Valley,1,705000.0,22/05/2016,S,Nelson,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7691,144.8575,10.5,h,3,3,1,581.0,1960,106.0
468,2 Hillman Ct,Moonee Valley,2,1100000.0,22/05/2016,VB,Brad,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7609,144.8639,10.5,h,4,4,3,873.0,1992,395.0
469,20 Westminster Dr,Moonee Valley,1,892500.0,22/05/2016,S,Nelson,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7642,144.8603,10.5,h,3,3,1,586.0,1965,118.0
471,1/24 Bordeaux St,Moonee Valley,1,522500.0,24/09/2016,S,Nelson,Avondale Heights,Western Metropolitan,3034.0,4502,-37.756,144.8641,10.5,h,2,2,1,220.0,1995,101.0
472,72 Military Rd,Moonee Valley,2,680000.0,24/09/2016,PI,Nelson,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7649,144.8633,10.5,h,4,4,2,554.0,1960,140.0
476,2 Drake Ct,Moonee Valley,3,875000.0,25/02/2017,S,Edward,Avondale Heights,Western Metropolitan,3034.0,4502,-37.765,144.8578,10.5,h,3,3,1,812.0,1960,117.0
479,109 North Rd,Moonee Valley,2,762000.0,26/07/2016,S,Nelson,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7573,144.8534,10.5,h,4,4,2,589.0,1961,150.0
480,2/4 Carmyle Ct,Moonee Valley,1,411000.0,27/11/2016,PI,Barry,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7608,144.863,10.5,u,2,2,1,0.0,1995,85.0
483,10 Skewes St,Moonee Valley,2,805000.0,27/11/2016,S,Nelson,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7607,144.8581,10.5,h,3,3,2,593.0,1970,103.0
486,43 Skewes St,Moonee Valley,1,634000.0,28/05/2016,S,Nelson,Avondale Heights,Western Metropolitan,3034.0,4502,-37.7584,144.8568,10.5,h,3,4,2,582.0,1950,153.0
490,18 Linton St,Port Phillip,1,1819000.0,3/09/2016,S,Gary,Balaclava,Southern Metropolitan,3183.0,2952,-37.8668,144.9928,6.6,h,4,3,2,244.0,1900,180.0
491,7/72 Grosvenor St,Port Phillip,2,410000.0,3/12/2016,PI,hockingstuart,Balaclava,Southern Metropolitan,3183.0,2952,-37.8731,144.9958,6.6,u,2,2,1,0.0,1965,61.0
493,1/34 Gourlay St,Port Phillip,2,1015000.0,7/11/2016,S,Gary,Balaclava,Southern Metropolitan,3183.0,2952,-37.8723,144.9961,6.6,t,2,2,1,114.0,2000,120.0
494,4/9 Gourlay St,Port Phillip,1,502500.0,15/10/2016,S,Buxton,Balaclava,Southern Metropolitan,3183.0,2952,-37.8725,144.9952,6.6,u,2,2,1,0.0,1960,65.0
